%time,field.data
1576772427414944714,-2.429858
1576772427415099766,-2.429858
1576772427862234037,-2.429861
1576772427862414818,-2.429861
1576772427862572266,-2.429861
1576772427862697891,-2.429861
1576772427968587683,-2.429861
1576772428083355547,-2.429861
1576772428193183256,-2.429861
1576772428307340391,-2.429861
1576772428418343829,-2.429861
1576772428528702995,-2.429864
1576772428638275183,-2.429864
1576772429320755026,-2.429864
1576772429320891693,-2.429864
1576772429321016849,-2.429864
1576772429321140755,-2.429864
1576772429321276693,-2.429864
1576772429321466068,-2.429864
1576772429416028568,-2.429864
1576772429527529297,-2.429866
1576772429638851432,-2.429866
1576772429751555703,-2.429866
1576772429863015755,-2.429866
1576772429974187161,-2.429866
1576772430085335078,-2.429866
1576772430207828047,-2.429866
1576772430355468932,-2.429866
1576772430419463359,-2.429866
1576772430533783672,-2.429867
1576772430642810130,-2.429867
1576772430759299713,-2.429867
1576772430868827213,-2.429867
1576772430982278984,-2.429867
1576772431100740390,-2.429867
1576772431214717734,-2.429867
1576772431327883463,-2.429867
1576772431436914921,-2.429866
1576772431584872629,-2.429866
1576772431663320702,-2.429866
1576772431776047213,-2.429866
1576772431891458671,-2.429866
1576772432012859504,-2.429866
1576772432366256431,-2.429866
1576772432366386171,-2.429866
1576772432366514140,-2.429866
1576772432464080337,-2.429862
1576772432578756848,-2.429862
1576772432687333254,-2.429862
1576772432797718410,-2.429862
1576772432922440441,-2.429862
1576772433048340962,-2.429862
1576772433164053514,-2.429862
1576772433273110702,-2.429862
1576772433393445285,-2.429862
1576772433501939816,-2.429859
1576772433614832316,-2.429859
1576772433728176847,-2.429859
1576772433845500910,-2.429859
1576772433958594243,-2.429859
1576772434072876587,-2.429859
1576772434181783358,-2.429859
1576772434298577941,-2.429859
1576772434406124555,-2.429859
1576772434518853097,-2.429854
1576772434640271066,-2.429854
1576772434753813201,-2.429854
1576772434862879659,-2.429854
1576772434991726482,-2.429854
1576772435094636795,-2.429854
1576772435205824191,-2.429854
1576772435335727993,-2.429854
1576772435454376899,-2.429846
1576772435572749815,-2.429846
1576772435683070128,-2.429846
1576772435797419503,-2.429846
1576772435908374503,-2.429846
1576772436027647159,-2.429846
1576772436130481326,-2.429846
1576772436242918253,-2.429846
1576772436354634242,-2.429846
1576772436468826586,-2.429841
1576772436595074190,-2.429841
1576772436717743669,-2.429841
1576772436827398252,-2.429841
1576772436939356325,-2.429841
1576772437051932836,-2.429841
1576772437175088825,-2.429841
1576772437302867106,-2.429841
1576772437409027679,-2.429841
1576772437521644138,-2.42984
1576772437632336533,-2.42984
1576772437743502679,-2.42984
1576772437858889137,-2.42984
1576772437971903044,-2.42984
1576772438084706117,-2.42984
1576772438203220492,-2.42984
1576772438313844502,-2.42984
1576772438426282471,-2.42984
1576772438536157262,-2.429834
1576772438648276585,-2.429834
1576772438761407679,-2.429834
1576772438877810075,-2.429834
1576772438995143772,-2.429834
1576772439106574814,-2.429834
1576772439222528147,-2.429834
1576772439345421637,-2.429834
1576772439457580179,-2.429834
1576772439564317106,-2.429827
1576772439686453356,-2.429827
1576772439801783616,-2.429827
1576772439913836376,-2.429827
1576772440034927626,-2.429827
1576772440148457887,-2.429827
1576772440265408616,-2.429827
1576772440590329032,-2.429827
1576772440594949761,-2.429827
1576772440602246793,-2.429823
1576772440728040751,-2.429823
1576772440835600959,-2.429823
1576772440950261063,-2.429823
1576772441066586011,-2.429823
1576772441175842313,-2.429823
1576772441291364865,-2.429823
1576772441413266428,-2.429818
1576772441524008042,-2.429818
1576772441638223667,-2.429818
1576772441759059969,-2.429818
1576772441871244865,-2.429818
1576772441987801740,-2.429818
1576772442091119657,-2.429818
1576772442208478980,-2.429818
1576772442319295750,-2.429818
1576772442437615594,-2.429816
1576772442556950229,-2.429816
1576772442669073146,-2.429816
1576772442793752521,-2.429816
1576772442901511844,-2.429816
1576772443017938354,-2.429816
1576772443122550802,-2.429816
1576772443228115802,-2.429816
1576772443334739708,-2.429816
1576772443439737990,-2.429817
1576772443543540385,-2.429817
1576772443655018510,-2.429817
1576772443778471271,-2.429817
