%time,field.data
1576772230849110883,52.782405
1576772230963632706,52.782405
1576772231084055883,52.782405
1576772231204072029,52.782405
1576772231309147133,52.782405
1576772231413168539,52.782405
1576772231518899789,52.782405
1576772231628177810,52.782405
1576772231730758435,52.782405
1576772231836724789,52.782405
1576772231943125206,52.782405
1576772232049386247,52.782405
1576772232158552653,52.782405
1576772232263846091,52.782405
1576772232373818643,52.782405
1576772232475222185,52.782405
1576772232581413539,52.782405
1576772232691997028,52.782405
1576772232795523174,52.782405
1576772232918197236,52.782405
1576772233023769424,52.782405
1576772233141864163,52.782405
1576772233262724632,52.782405
1576772233374058486,52.782405
1576772233492616299,52.782405
1576772233603144267,52.782405
1576772233720185413,52.782405
1576772233832448799,52.782405
1576772233958407444,52.782405
1576772234069386351,52.782405
1576772234185707028,52.782405
1576772234302805205,52.782405
1576772234416588955,52.782405
1576772234533794632,52.782405
1576772234646466819,52.782405
1576772234765879996,52.782405
1576772234880205986,52.782405
1576772235003965986,52.782405
1576772235109123121,52.782405
1576772235223623850,52.782405
1576772235341076454,52.782405
1576772235454734006,52.782409
1576772235571250100,52.782409
1576772235690025621,52.782409
1576772235920563433,52.782409
1576772235921421662,52.782409
1576772236190929631,52.782409
1576772236203865621,52.782409
1576772236262202652,52.782409
1576772236388767704,52.782409
1576772236504374162,52.782409
1576772236624440100,52.782409
1576772236737508954,52.782409
1576772236863709527,52.782409
1576772236999724475,52.782409
1576772237080084318,52.782409
1576772237194815881,52.782409
1576772237313086454,52.782409
1576772237429227287,52.782409
1576772237536857495,52.782409
1576772237672196193,52.782409
1576772237768502443,52.782409
1576772237884344995,52.782409
1576772237996999839,52.782409
1576772238124118537,52.782409
1576772238239583380,52.782409
1576772238339567182,52.782409
1576772238450423953,52.782409
1576772238564155620,52.782409
1576772238680653536,52.782409
1576772238795517547,52.782409
1576772238913476870,52.782409
1576772239028775724,52.782409
1576772239136467026,52.782409
1576772239250010307,52.782409
1576772239368828380,52.782409
1576772239475303067,52.782413
1576772239585860984,52.782413
1576772239699828432,52.782413
1576772239815304890,52.782413
1576772239925584109,52.782413
1576772240049623223,52.782413
1576772240155258796,52.782413
1576772240272287650,52.782413
1576772240396989786,52.782413
1576772240499517911,52.782413
1576772240618151556,52.782413
1576772240734321921,52.782413
1576772240849789681,52.782413
1576772240957871504,52.782413
1576772241074605827,52.782413
1576772241185586088,52.782413
1576772241624570306,52.782413
1576772241624671764,52.782417
1576772241624800098,52.782417
1576772241643657129,52.782417
1576772241759542910,52.782417
1576772241873034316,52.782417
1576772241979084004,52.782417
1576772242094791973,52.782417
1576772242213300827,52.782417
1576772242328185775,52.782417
1576772242449004212,52.782417
1576772242562004472,52.782417
1576772242672406556,52.782417
1576772242782197337,52.782417
1576772242889860045,52.782417
1576772242998607753,52.782417
1576772243110958118,52.782417
1576772243240216451,52.782417
1576772243353003847,52.782417
1576772243463761243,52.782421
1576772243573043691,52.782421
1576772243710587597,52.782421
1576772243801362180,52.782421
1576772243909715566,52.782421
1576772244019106764,52.782421
1576772244135862961,52.782421
1576772244269134055,52.782421
1576772244376252440,52.782421
1576772244481196503,52.782421
1576772244600259003,52.782421
1576772244702876607,52.782421
1576772244812918847,52.782421
1576772244925392024,52.782421
1576772245033320930,52.782421
1576772245147299992,52.782421
1576772245263945930,52.782421
1576772245370414315,52.782421
1576772245488534888,52.782424
1576772245593919523,52.782424
1576772245704521919,52.782424
1576772245818004732,52.782424
1576772245935713377,52.782424
1576772246046455409,52.782424
1576772246154844888,52.782424
1576772246266726242,52.782424
1576772246385569106,52.782424
1576772246502479575,52.782428
1576772246613706294,52.782428
1576772246728386919,52.782428
1576772246845212283,52.782428
1576772246959930460,52.782428
1576772247072375617,52.782428
1576772247182538169,52.782428
1576772247326510877,52.782428
1576772247433429418,52.782428
1576772247558961033,52.782428
1576772247671872752,52.782428
1576772247781845772,52.782428
1576772247887737127,52.782428
1576772248002506658,52.782428
1576772248118559262,52.782428
1576772248222507022,52.782428
1576772248343730199,52.782428
1576772248458174626,52.782428
1576772248564086345,52.782421
1576772248682114053,52.782421
1576772248790124626,52.782421
1576772248900632282,52.782421
1576772249010333324,52.782421
1576772249186958428,52.782421
1576772249226866397,52.782421
1576772249345154053,52.782421
1576772249451700199,52.782417
1576772249557306188,52.782417
1576772249666044522,52.782417
1576772249788324209,52.782417
1576772249891121449,52.782417
1576772250003885824,52.782417
1576772250120680772,52.782417
1576772250226326813,52.782417
1576772250332760042,52.782417
1576772250449479469,52.782417
1576772250557080980,52.782417
1576772250665011813,52.782417
1576772250781127334,52.782417
1576772250888725511,52.782417
1576772251000786813,52.782417
1576772251113718427,52.782417
1576772251233903584,52.782417
1576772251358240146,52.782417
1576772251466349886,52.782417
1576772251592789156,52.782417
1576772251690427854,52.782417
1576772251810294469,52.782417
1576772251925059781,52.782417
1576772252040049417,52.782417
1576772252150598271,0.0
1576772252264905719,0.0
1576772252387514833,0.0
1576772252492518948,0.0
1576772252602949156,0.0
1576772253440268531,0.0
1576772253441571187,0.0
1576772253441716083,0.0
1576772253441841760,0.0
1576772253441977072,0.0
1576772253442099729,0.0
1576772253442221708,0.0
1576772253506563531,0.0
1576772253615639416,0.0
1576772253734477906,0.0
1576772253847787906,0.0
1576772253955604728,0.0
1576772254069358218,0.0
1576772254182728843,0.0
1576772254299031812,0.0
1576772254409648791,0.0
1576772254537106759,0.0
1576772254840914572,0.0
1576772254851783686,0.0
1576772255388580509,0.0
1576772255407643009,52.782329
1576772255407806134,52.782329
1576772255410985978,52.782329
1576772255427220197,52.782329
1576772255481066811,52.782329
1576772255540049415,52.782329
1576772255649013113,52.782329
1576772255766043530,52.782352
1576772255877514780,52.782352
1576772255989920821,52.782352
1576772256103897748,52.782352
1576772256212156707,52.782352
1576772256323006863,52.782352
1576772256434127280,52.782352
1576772256559877748,52.782367
1576772256671242280,52.782367
1576772256795823061,52.782367
1576772256898515196,52.782367
1576772257016674988,52.782367
1576772257125755092,52.782367
1576772257243912644,52.782367
1576772257365801654,52.782367
1576772257486946863,52.782367
1576772257597114623,52.782367
1576772257707830196,52.782367
1576772257821274519,52.782367
1576772257934239623,52.782367
1576772258047951602,52.782367
1576772258163634310,52.782367
1576772258278416341,52.782367
1576772258389447852,52.782367
1576772258505073112,52.782367
1576772258624880195,52.782367
1576772258738736133,52.782367
1576772258855655872,52.782367
1576772258968217591,52.782367
1576772259081436810,52.782367
1576772259222330768,52.782367
1576772259333685456,52.782367
1576772259450440143,52.782367
1576772259568757330,0.0
1576772259676198737,0.0
1576772259785497226,0.0
1576772259900118945,0.0
1576772260010242851,0.0
1576772260126000351,52.782382
1576772260238789986,52.782382
1576772260351111341,52.782382
1576772260478480038,52.782382
1576772260594205976,52.782382
1576772260700212903,52.782382
1576772260813564778,52.782382
1576772260934238111,52.782382
1576772261058579622,52.782382
1576772261179869413,52.782382
1576772261293896444,52.782382
1576772261415838580,52.782382
1576772261533947851,52.782363
1576772261640177694,52.782363
1576772261759128788,52.782363
1576772261870993892,52.782363
1576772261989980715,52.782363
1576772262103336600,52.782363
1576772262213410038,52.782363
1576772262330077746,52.782363
1576772262446783319,52.782405
1576772262560970611,52.782405
1576772262675494986,52.782405
1576772262792090350,52.782405
1576772262902858892,52.782405
1576772263011610767,52.782405
1576772263127331131,52.782405
1576772263251919725,52.782405
1576772263370268006,52.782405
1576772263481523006,52.782382
1576772263590510454,52.782382
1576772263710422954,52.782382
1576772263823220766,52.782382
1576772263931572329,52.782382
1576772264049833579,52.782382
1576772264163315245,52.782382
1576772264279483475,52.782382
1576772264395856495,52.782382
1576772264507615974,52.782375
1576772264625637537,52.782375
1576772264742400349,52.782375
1576772264853290922,52.782375
1576772264973445870,52.782375
1576772265086220297,52.782375
1576772265199046547,52.782375
1576772265316634724,52.782375
1576772265429309828,52.782375
1576772265543672016,52.782371
1576772265665327016,52.782371
1576772265774316026,52.782371
1576772265882880401,52.782371
1576772265994083526,52.782371
1576772266110945036,52.782371
1576772266220612224,52.782371
1576772266331719984,52.782371
1576772266436278942,52.782371
1576772266545261755,52.782371
1576772266655672015,52.782371
1576772266769365036,52.782371
1576772266882780349,52.782371
1576772266990513890,52.782371
1576772267102052588,52.782371
1576772267215381390,52.782371
1576772267327364098,52.782371
1576772267430612380,52.782371
1576772267548235192,52.782371
1576772267657913473,52.782371
1576772267766885400,52.782371
1576772267879641754,52.782371
1576772267988672692,52.782371
1576772268100107952,52.782371
1576772268209955348,52.782371
1576772268319770035,52.782371
1576772268433793265,52.782371
1576772268547636337,52.782375
1576772268654601494,52.782375
1576772268765117692,52.782375
